STUDENT_ID,CLASS_DATE,ATTENDANCE_STATUS,REASON
0,2015-07-18,present,
0,2015-07-25,present,
1,2013-03-02,present,
1,2013-03-09,present,
1,2013-03-16,present,
1,2013-03-23,present,
1,2013-03-30,present,
1,2013-04-06,present,
1,2013-04-13,present,
1,2013-04-20,present,
1,2013-04-27,present,
1,2013-05-04,present,
1,2013-05-11,present,
1,2013-05-18,present,
1,2013-05-25,present,
1,2013-06-01,present,
1,2013-06-08,present,
1,2013-06-15,present,
1,2013-06-22,present,
1,2013-06-29,present,
1,2013-07-06,present,
1,2013-07-13,present,
1,2013-07-20,present,
1,2013-07-27,present,
1,2013-08-03,present,
1,2013-08-10,present,
1,2013-08-17,present,
1,2013-08-24,present,
1,2013-08-31,present,
1,2013-09-07,present,
1,2013-09-14,present,
1,2013-09-21,present,
1,2013-09-28,present,
1,2013-10-05,absent,school trip
1,2013-10-12,present,
1,2013-10-19,present,
1,2013-10-26,present,
1,2013-11-02,present,
1,2013-11-09,present,
1,2013-11-16,present,
1,2013-11-23,present,
1,2013-11-30,present,
1,2013-12-07,present,
1,2013-12-14,present,
1,2013-12-21,present,
1,2013-12-28,present,
1,2014-01-04,present,
1,2014-01-11,present,
1,2014-01-18,present,
1,2014-01-25,present,
1,2014-02-01,present,
1,2014-02-08,present,
1,2014-02-15,present,
1,2014-02-22,present,
1,2014-03-01,present,
1,2014-03-08,present,
1,2014-03-15,present,
1,2014-03-22,present,
1,2014-03-29,present,
1,2014-04-05,present,
1,2014-04-12,present,
1,2014-04-19,present,
1,2014-04-26,present,
1,2014-05-03,present,
1,2014-05-10,present,
1,2014-05-17,present,
1,2014-05-24,present,
1,2014-05-31,present,
1,2014-06-07,present,
1,2014-06-14,present,
1,2014-06-21,present,
1,2014-06-28,present,
1,2014-07-05,present,
1,2014-07-12,present,
1,2014-07-19,present,
1,2014-07-26,present,
1,2014-08-02,present,
1,2014-08-09,present,
1,2014-08-16,present,
1,2014-08-23,present,
1,2014-08-30,present,
1,2014-09-06,present,
1,2014-09-13,present,
1,2014-09-20,present,
1,2014-09-27,present,
1,2014-10-04,present,
1,2014-10-11,present,
1,2014-10-18,present,
1,2014-10-25,present,
1,2014-11-01,present,
1,2014-11-08,present,
1,2014-11-15,present,
1,2014-11-22,present,
1,2014-11-29,present,
1,2014-12-06,present,
1,2014-12-13,present,
1,2014-12-20,present,
1,2014-12-27,present,
1,2015-01-03,present,
1,2015-01-10,present,
1,2015-01-17,present,
1,2015-01-24,present,
1,2015-01-31,present,
1,2015-02-07,present,
1,2015-02-14,present,
1,2015-02-21,present,
1,2015-02-28,absent,sick
1,2015-03-07,present,
1,2015-03-14,present,
1,2015-03-21,present,
1,2015-03-28,present,
1,2015-04-04,present,
1,2015-04-11,present,
1,2015-04-18,absent,sick
1,2015-04-25,present,
1,2015-05-02,present,
1,2015-05-09,present,
1,2015-05-16,present,
1,2015-05-23,present,
1,2015-05-30,present,
1,2015-06-06,present,
1,2015-06-13,present,
1,2015-06-20,present,
1,2015-06-27,present,
1,2015-07-04,present,
1,2015-07-11,present,
1,2015-07-18,present,
1,2015-07-25,present,
2,2013-03-01,present,
2,2013-03-08,present,
2,2013-03-15,present,
2,2013-03-22,present,
2,2013-03-29,present,
2,2013-04-05,present,
2,2013-04-12,present,
2,2013-04-19,present,
2,2013-04-26,present,
2,2013-05-03,present,
2,2013-05-10,present,
2,2013-05-17,present,
2,2013-05-24,present,
2,2013-05-31,present,
2,2013-06-07,present,
2,2013-06-14,present,
2,2013-06-21,present,
2,2013-06-28,present,
2,2013-07-05,present,
2,2013-07-12,present,
2,2013-07-19,present,
2,2013-07-26,present,
2,2013-08-02,present,
2,2013-08-09,present,
2,2013-08-16,present,
2,2013-08-23,present,
2,2013-08-30,present,
2,2013-09-06,present,
2,2013-09-13,present,
2,2013-09-20,present,
2,2013-09-27,present,
2,2013-10-04,absent,traveling
2,2013-10-11,present,
2,2013-10-18,present,
2,2013-10-25,present,
2,2013-11-01,present,
2,2013-11-08,present,
2,2013-11-15,present,
2,2013-11-22,present,
2,2013-11-29,present,
2,2013-12-06,present,
2,2013-12-13,present,
2,2013-12-20,present,
2,2013-12-27,present,
2,2014-01-03,present,
2,2014-01-10,present,
2,2014-01-17,present,
2,2014-01-24,present,
2,2014-01-31,present,
2,2014-02-07,present,
2,2014-02-14,present,
2,2014-02-21,present,
2,2014-02-28,present,
2,2014-03-07,present,
2,2014-03-14,present,
2,2014-03-21,present,
2,2014-03-28,present,
2,2014-04-04,present,
2,2014-04-11,present,
2,2014-04-18,present,
2,2014-04-25,present,
2,2014-05-02,present,
2,2014-05-09,present,
2,2014-05-16,present,
2,2014-05-23,present,
2,2014-05-30,present,
2,2014-06-06,present,
2,2014-06-13,present,
2,2014-06-20,present,
2,2014-06-27,present,
2,2014-07-04,present,
2,2014-07-11,present,
2,2014-07-18,present,
2,2014-07-25,present,
2,2014-08-01,present,
2,2014-08-08,present,
2,2014-08-15,present,
2,2014-08-22,present,
2,2014-08-29,present,
2,2014-09-05,present,
2,2014-09-12,present,
2,2014-09-19,present,
2,2014-09-26,present,
2,2014-10-03,present,
2,2014-10-10,present,
2,2014-10-17,present,
2,2014-10-24,present,
2,2014-10-31,present,
2,2014-11-07,present,
2,2014-11-14,present,
2,2014-11-21,present,
2,2014-11-28,present,
2,2014-12-05,present,
2,2014-12-12,present,
2,2014-12-19,present,
2,2014-12-26,present,
2,2015-01-02,present,
2,2015-01-09,present,
2,2015-01-16,present,
2,2015-01-23,present,
2,2015-01-30,present,
2,2015-02-06,present,
2,2015-02-13,present,
2,2015-02-20,present,
2,2015-02-27,absent,school
2,2015-03-06,present,
2,2015-03-13,present,
2,2015-03-20,present,
2,2015-03-27,present,
2,2015-04-03,present,
2,2015-04-10,present,
2,2015-04-17,absent,death in the family
2,2015-04-24,present,
2,2015-05-01,present,
2,2015-05-08,present,
2,2015-05-15,present,
2,2015-05-22,present,
2,2015-05-29,present,
2,2015-06-05,present,
2,2015-06-12,present,
2,2015-06-19,present,
2,2015-06-26,present,
2,2015-07-03,present,
2,2015-07-10,present,
2,2015-07-17,present,
2,2015-07-24,present,
3,2013-03-02,present,
3,2013-03-09,present,
3,2013-03-16,present,
3,2013-03-23,present,
3,2013-03-30,present,
3,2013-04-06,present,
3,2013-04-13,present,
3,2013-04-20,present,
3,2013-04-27,present,
3,2013-05-04,present,
3,2013-05-11,present,
3,2013-05-18,present,
3,2013-05-25,present,
3,2013-06-01,present,
3,2013-06-08,present,
3,2013-06-15,present,
3,2013-06-22,present,
3,2013-06-29,present,
3,2013-07-06,present,
3,2013-07-13,present,
3,2013-07-20,present,
3,2013-07-27,present,
3,2013-08-03,present,
3,2013-08-10,present,
3,2013-08-17,present,
3,2013-08-24,present,
3,2013-08-31,present,
3,2013-09-07,present,
3,2013-09-14,present,
3,2013-09-21,present,
3,2013-09-28,present,
3,2013-10-05,absent,school
3,2013-10-12,present,
3,2013-10-19,present,
3,2013-10-26,present,
3,2013-11-02,present,
3,2013-11-09,present,
3,2013-11-16,present,
3,2013-11-23,present,
3,2013-11-30,present,
3,2013-12-07,present,
3,2013-12-14,present,
3,2013-12-21,present,
3,2013-12-28,present,
3,2014-01-04,present,
3,2014-01-11,present,
3,2014-01-18,present,
3,2014-01-25,present,
3,2014-02-01,present,
3,2014-02-08,present,
3,2014-02-15,present,
3,2014-02-22,present,
3,2014-03-01,present,
3,2014-03-08,present,
3,2014-03-15,present,
3,2014-03-22,present,
3,2014-03-29,present,
3,2014-04-05,present,
3,2014-04-12,present,
3,2014-04-19,present,
3,2014-04-26,present,
3,2014-05-03,present,
3,2014-05-10,present,
3,2014-05-17,present,
3,2014-05-24,present,
3,2014-05-31,present,
3,2014-06-07,present,
3,2014-06-14,present,
3,2014-06-21,present,
3,2014-06-28,present,
3,2014-07-05,present,
3,2014-07-12,present,
3,2014-07-19,present,
3,2014-07-26,present,
3,2014-08-02,present,
3,2014-08-09,present,
3,2014-08-16,present,
3,2014-08-23,present,
3,2014-08-30,present,
3,2014-09-06,present,
3,2014-09-13,present,
3,2014-09-20,present,
3,2014-09-27,present,
3,2014-10-04,present,
3,2014-10-11,present,
3,2014-10-18,present,
3,2014-10-25,present,
3,2014-11-01,present,
3,2014-11-08,present,
3,2014-11-15,present,
3,2014-11-22,present,
3,2014-11-29,present,
3,2014-12-06,present,
3,2014-12-13,present,
3,2014-12-20,present,
3,2014-12-27,present,
3,2015-01-03,present,
3,2015-01-10,present,
3,2015-01-17,present,
3,2015-01-24,present,
3,2015-01-31,present,
3,2015-02-07,present,
3,2015-02-14,present,
3,2015-02-21,present,
3,2015-02-28,absent,sick
3,2015-03-07,present,
3,2015-03-14,present,
3,2015-03-21,present,
3,2015-03-28,present,
3,2015-04-04,present,
3,2015-04-11,present,
3,2015-04-18,absent,traveling
3,2015-04-25,present,
3,2015-05-02,present,
3,2015-05-09,present,
3,2015-05-16,present,
3,2015-05-23,present,
3,2015-05-30,present,
3,2015-06-06,present,
3,2015-06-13,present,
3,2015-06-20,present,
3,2015-06-27,present,
3,2015-07-04,present,
3,2015-07-11,present,
3,2015-07-18,present,
3,2015-07-25,present,
4,2013-03-03,present,
4,2013-03-10,present,
4,2013-03-17,present,
4,2013-03-24,present,
4,2013-03-31,present,
4,2013-04-07,present,
4,2013-04-14,present,
4,2013-04-21,present,
4,2013-04-28,present,
4,2013-05-05,present,
4,2013-05-12,present,
4,2013-05-19,present,
4,2013-05-26,present,
4,2013-06-02,present,
4,2013-06-09,present,
4,2013-06-16,present,
4,2013-06-23,present,
4,2013-06-30,present,
4,2013-07-07,present,
4,2013-07-14,present,
4,2013-07-21,present,
4,2013-07-28,present,
4,2013-08-04,present,
4,2013-08-11,present,
4,2013-08-18,present,
4,2013-08-25,present,
4,2013-09-01,present,
4,2013-09-08,present,
4,2013-09-15,present,
4,2013-09-22,present,
4,2013-09-29,present,
4,2013-10-06,absent,sick
4,2013-10-13,present,
4,2013-10-20,present,
4,2013-10-27,present,
4,2013-11-03,present,
4,2013-11-10,present,
4,2013-11-17,present,
4,2013-11-24,present,
4,2013-12-01,present,
4,2013-12-08,present,
4,2013-12-15,present,
4,2013-12-22,present,
4,2013-12-29,present,
4,2014-01-05,present,
4,2014-01-12,present,
4,2014-01-19,present,
4,2014-01-26,present,
4,2014-02-02,present,
4,2014-02-09,present,
4,2014-02-16,present,
4,2014-02-23,present,
4,2014-03-02,present,
4,2014-03-09,present,
4,2014-03-16,present,
4,2014-03-23,present,
4,2014-03-30,present,
4,2014-04-06,present,
4,2014-04-13,present,
4,2014-04-20,present,
4,2014-04-27,present,
4,2014-05-04,present,
4,2014-05-11,present,
4,2014-05-18,present,
4,2014-05-25,present,
4,2014-06-01,present,
4,2014-06-08,present,
4,2014-06-15,present,
4,2014-06-22,present,
4,2014-06-29,present,
4,2014-07-06,present,
4,2014-07-13,present,
4,2014-07-20,present,
4,2014-07-27,present,
4,2014-08-03,present,
4,2014-08-10,present,
4,2014-08-17,present,
4,2014-08-24,present,
4,2014-08-31,present,
4,2014-09-07,present,
4,2014-09-14,present,
4,2014-09-21,present,
4,2014-09-28,present,
4,2014-10-05,present,
4,2014-10-12,present,
4,2014-10-19,present,
4,2014-10-26,present,
4,2014-11-02,present,
4,2014-11-09,present,
4,2014-11-16,present,
4,2014-11-23,present,
4,2014-11-30,present,
4,2014-12-07,present,
4,2014-12-14,present,
4,2014-12-21,present,
4,2014-12-28,present,
4,2015-01-04,present,
4,2015-01-11,present,
4,2015-01-18,present,
4,2015-01-25,present,
4,2015-02-01,present,
4,2015-02-08,present,
4,2015-02-15,present,
4,2015-02-22,present,
4,2015-03-01,absent,death in the family
4,2015-03-08,present,
4,2015-03-15,present,
4,2015-03-22,present,
4,2015-03-29,present,
4,2015-04-05,present,
4,2015-04-12,present,
4,2015-04-19,absent,traveling
4,2015-04-26,present,
4,2015-05-03,present,
4,2015-05-10,present,
4,2015-05-17,present,
4,2015-05-24,present,
4,2015-05-31,present,
4,2015-06-07,present,
4,2015-06-14,present,
4,2015-06-21,present,
4,2015-06-28,present,
4,2015-07-05,present,
4,2015-07-12,present,
4,2015-07-19,present,
4,2015-07-26,present,
5,2013-03-01,present,
5,2013-03-08,present,
5,2013-03-15,present,
5,2013-03-22,present,
5,2013-03-29,present,
5,2013-04-05,present,
5,2013-04-12,present,
5,2013-04-19,present,
5,2013-04-26,present,
5,2013-05-03,present,
5,2013-05-10,present,
5,2013-05-17,present,
5,2013-05-24,present,
5,2013-05-31,present,
5,2013-06-07,present,
5,2013-06-14,present,
5,2013-06-21,present,
5,2013-06-28,present,
5,2013-07-05,present,
5,2013-07-12,present,
5,2013-07-19,present,
5,2013-07-26,present,
5,2013-08-02,present,
5,2013-08-09,present,
5,2013-08-16,present,
5,2013-08-23,present,
5,2013-08-30,present,
5,2013-09-06,present,
5,2013-09-13,present,
5,2013-09-20,present,
5,2013-09-27,present,
5,2013-10-04,absent,death in the family
5,2013-10-11,present,
5,2013-10-18,present,
5,2013-10-25,present,
5,2013-11-01,present,
5,2013-11-08,present,
5,2013-11-15,present,
5,2013-11-22,present,
5,2013-11-29,present,
5,2013-12-06,present,
5,2013-12-13,present,
5,2013-12-20,present,
5,2013-12-27,present,
5,2014-01-03,present,
5,2014-01-10,present,
5,2014-01-17,present,
5,2014-01-24,present,
5,2014-01-31,present,
5,2014-02-07,present,
5,2014-02-14,present,
5,2014-02-21,present,
5,2014-02-28,present,
5,2014-03-07,present,
5,2014-03-14,present,
5,2014-03-21,present,
5,2014-03-28,present,
5,2014-04-04,present,
5,2014-04-11,present,
5,2014-04-18,present,
5,2014-04-25,present,
5,2014-05-02,present,
5,2014-05-09,present,
5,2014-05-16,present,
5,2014-05-23,present,
5,2014-05-30,present,
5,2014-06-06,present,
5,2014-06-13,present,
5,2014-06-20,present,
5,2014-06-27,present,
5,2014-07-04,present,
5,2014-07-11,present,
5,2014-07-18,present,
5,2014-07-25,present,
5,2014-08-01,present,
5,2014-08-08,present,
5,2014-08-15,present,
5,2014-08-22,present,
5,2014-08-29,present,
5,2014-09-05,present,
5,2014-09-12,present,
5,2014-09-19,present,
5,2014-09-26,present,
5,2014-10-03,present,
5,2014-10-10,present,
5,2014-10-17,present,
5,2014-10-24,present,
5,2014-10-31,present,
5,2014-11-07,present,
5,2014-11-14,present,
5,2014-11-21,present,
5,2014-11-28,present,
5,2014-12-05,present,
5,2014-12-12,present,
5,2014-12-19,present,
5,2014-12-26,present,
5,2015-01-02,present,
5,2015-01-09,present,
5,2015-01-16,present,
5,2015-01-23,present,
5,2015-01-30,present,
5,2015-02-06,present,
5,2015-02-13,present,
5,2015-02-20,present,
5,2015-02-27,absent,school
5,2015-03-06,present,
5,2015-03-13,present,
5,2015-03-20,present,
5,2015-03-27,present,
5,2015-04-03,present,
5,2015-04-10,present,
5,2015-04-17,absent,school
5,2015-04-24,present,
5,2015-05-01,present,
5,2015-05-08,present,
5,2015-05-15,present,
5,2015-05-22,present,
5,2015-05-29,present,
5,2015-06-05,present,
5,2015-06-12,present,
5,2015-06-19,present,
5,2015-06-26,present,
5,2015-07-03,present,
5,2015-07-10,present,
5,2015-07-17,present,
5,2015-07-24,present,
6,2013-03-06,present,
6,2013-03-13,present,
6,2013-03-20,present,
6,2013-03-27,present,
6,2013-04-03,present,
6,2013-04-10,present,
6,2013-04-17,present,
6,2013-04-24,present,
6,2013-05-01,present,
6,2013-05-08,present,
6,2013-05-15,present,
6,2013-05-22,present,
6,2013-05-29,present,
6,2013-06-05,present,
6,2013-06-12,present,
6,2013-06-19,present,
6,2013-06-26,present,
6,2013-07-03,present,
6,2013-07-10,present,
6,2013-07-17,present,
6,2013-07-24,present,
6,2013-07-31,present,
6,2013-08-07,present,
6,2013-08-14,present,
6,2013-08-21,present,
6,2013-08-28,present,
6,2013-09-04,present,
6,2013-09-11,present,
6,2013-09-18,present,
6,2013-09-25,present,
6,2013-10-02,present,
6,2013-10-09,absent,death in the family
6,2013-10-16,present,
6,2013-10-23,present,
6,2013-10-30,present,
6,2013-11-06,present,
6,2013-11-13,present,
6,2013-11-20,present,
6,2013-11-27,present,
6,2013-12-04,present,
6,2013-12-11,present,
6,2013-12-18,present,
6,2013-12-25,present,
6,2014-01-01,present,
6,2014-01-08,present,
6,2014-01-15,present,
6,2014-01-22,present,
6,2014-01-29,present,
6,2014-02-05,present,
6,2014-02-12,present,
6,2014-02-19,present,
6,2014-02-26,present,
6,2014-03-05,present,
6,2014-03-12,present,
6,2014-03-19,present,
6,2014-03-26,present,
6,2014-04-02,present,
6,2014-04-09,present,
6,2014-04-16,present,
6,2014-04-23,present,
6,2014-04-30,present,
6,2014-05-07,present,
6,2014-05-14,present,
6,2014-05-21,present,
6,2014-05-28,present,
6,2014-06-04,present,
6,2014-06-11,present,
6,2014-06-18,present,
6,2014-06-25,present,
6,2014-07-02,present,
6,2014-07-09,present,
6,2014-07-16,present,
6,2014-07-23,present,
6,2014-07-30,present,
6,2014-08-06,present,
6,2014-08-13,present,
6,2014-08-20,present,
6,2014-08-27,present,
6,2014-09-03,present,
6,2014-09-10,present,
6,2014-09-17,present,
6,2014-09-24,present,
6,2014-10-01,present,
6,2014-10-08,present,
6,2014-10-15,present,
6,2014-10-22,present,
6,2014-10-29,present,
6,2014-11-05,present,
6,2014-11-12,present,
6,2014-11-19,present,
6,2014-11-26,present,
6,2014-12-03,present,
6,2014-12-10,present,
6,2014-12-17,present,
6,2014-12-24,present,
6,2014-12-31,present,
6,2015-01-07,present,
6,2015-01-14,present,
6,2015-01-21,present,
6,2015-01-28,present,
6,2015-02-04,present,
6,2015-02-11,present,
6,2015-02-18,present,
6,2015-02-25,present,
6,2015-03-04,absent,school trip
6,2015-03-11,present,
6,2015-03-18,present,
6,2015-03-25,present,
6,2015-04-01,present,
6,2015-04-08,present,
6,2015-04-15,present,
6,2015-04-22,absent,school
6,2015-04-29,present,
6,2015-05-06,present,
6,2015-05-13,present,
6,2015-05-20,present,
6,2015-05-27,present,
6,2015-06-03,present,
6,2015-06-10,present,
6,2015-06-17,present,
6,2015-06-24,present,
6,2015-07-01,present,
6,2015-07-08,present,
6,2015-07-15,present,
6,2015-07-22,present,
6,2015-07-29,present,
7,2013-03-03,present,
7,2013-03-10,present,
7,2013-03-17,present,
7,2013-03-24,present,
7,2013-03-31,present,
7,2013-04-07,present,
7,2013-04-14,present,
7,2013-04-21,present,
7,2013-04-28,present,
7,2013-05-05,present,
7,2013-05-12,present,
7,2013-05-19,present,
7,2013-05-26,present,
7,2013-06-02,present,
7,2013-06-09,present,
7,2013-06-16,present,
7,2013-06-23,present,
7,2013-06-30,present,
7,2013-07-07,present,
7,2013-07-14,present,
7,2013-07-21,present,
7,2013-07-28,present,
7,2013-08-04,present,
7,2013-08-11,present,
7,2013-08-18,present,
7,2013-08-25,present,
7,2013-09-01,present,
7,2013-09-08,present,
7,2013-09-15,present,
7,2013-09-22,present,
7,2013-09-29,present,
7,2013-10-06,absent,school
7,2013-10-13,present,
7,2013-10-20,present,
7,2013-10-27,present,
7,2013-11-03,present,
7,2013-11-10,present,
7,2013-11-17,present,
7,2013-11-24,present,
7,2013-12-01,present,
7,2013-12-08,present,
7,2013-12-15,present,
7,2013-12-22,present,
7,2013-12-29,present,
7,2014-01-05,present,
7,2014-01-12,present,
7,2014-01-19,present,
7,2014-01-26,present,
7,2014-02-02,present,
7,2014-02-09,present,
7,2014-02-16,present,
7,2014-02-23,present,
7,2014-03-02,present,
7,2014-03-09,present,
7,2014-03-16,present,
7,2014-03-23,present,
7,2014-03-30,present,
7,2014-04-06,present,
7,2014-04-13,present,
7,2014-04-20,present,
7,2014-04-27,present,
7,2014-05-04,present,
7,2014-05-11,present,
7,2014-05-18,present,
7,2014-05-25,present,
7,2014-06-01,present,
7,2014-06-08,present,
7,2014-06-15,present,
7,2014-06-22,present,
7,2014-06-29,present,
7,2014-07-06,present,
7,2014-07-13,present,
7,2014-07-20,present,
7,2014-07-27,present,
7,2014-08-03,present,
7,2014-08-10,present,
7,2014-08-17,present,
7,2014-08-24,present,
7,2014-08-31,present,
7,2014-09-07,present,
7,2014-09-14,present,
7,2014-09-21,present,
7,2014-09-28,present,
7,2014-10-05,present,
7,2014-10-12,present,
7,2014-10-19,present,
7,2014-10-26,present,
7,2014-11-02,present,
7,2014-11-09,present,
7,2014-11-16,present,
7,2014-11-23,present,
7,2014-11-30,present,
7,2014-12-07,present,
7,2014-12-14,present,
7,2014-12-21,present,
7,2014-12-28,present,
7,2015-01-04,present,
7,2015-01-11,present,
7,2015-01-18,present,
7,2015-01-25,present,
7,2015-02-01,present,
7,2015-02-08,present,
7,2015-02-15,present,
7,2015-02-22,present,
7,2015-03-01,absent,sick
7,2015-03-08,present,
7,2015-03-15,present,
7,2015-03-22,present,
7,2015-03-29,present,
7,2015-04-05,present,
7,2015-04-12,present,
7,2015-04-19,absent,traveling
7,2015-04-26,present,
7,2015-05-03,present,
7,2015-05-10,present,
7,2015-05-17,present,
7,2015-05-24,present,
7,2015-05-31,present,
7,2015-06-07,present,
7,2015-06-14,present,
7,2015-06-21,present,
7,2015-06-28,present,
7,2015-07-05,present,
7,2015-07-12,present,
7,2015-07-19,present,
7,2015-07-26,present,
8,2013-03-03,present,
8,2013-03-10,present,
8,2013-03-17,present,
8,2013-03-24,present,
8,2013-03-31,present,
8,2013-04-07,present,
8,2013-04-14,present,
8,2013-04-21,present,
8,2013-04-28,present,
8,2013-05-05,present,
8,2013-05-12,present,
8,2013-05-19,present,
8,2013-05-26,present,
8,2013-06-02,present,
8,2013-06-09,present,
8,2013-06-16,present,
8,2013-06-23,present,
8,2013-06-30,present,
8,2013-07-07,present,
8,2013-07-14,present,
8,2013-07-21,present,
8,2013-07-28,present,
8,2013-08-04,present,
8,2013-08-11,present,
8,2013-08-18,present,
8,2013-08-25,present,
8,2013-09-01,present,
8,2013-09-08,present,
8,2013-09-15,present,
8,2013-09-22,present,
8,2013-09-29,present,
8,2013-10-06,absent,sick
8,2013-10-13,present,
8,2013-10-20,present,
8,2013-10-27,present,
8,2013-11-03,present,
8,2013-11-10,present,
8,2013-11-17,present,
8,2013-11-24,present,
8,2013-12-01,present,
8,2013-12-08,present,
8,2013-12-15,present,
8,2013-12-22,present,
8,2013-12-29,present,
8,2014-01-05,present,
8,2014-01-12,present,
8,2014-01-19,present,
8,2014-01-26,present,
8,2014-02-02,present,
8,2014-02-09,present,
8,2014-02-16,present,
8,2014-02-23,present,
8,2014-03-02,present,
8,2014-03-09,present,
8,2014-03-16,present,
8,2014-03-23,present,
8,2014-03-30,present,
8,2014-04-06,present,
8,2014-04-13,present,
8,2014-04-20,present,
8,2014-04-27,present,
8,2014-05-04,present,
8,2014-05-11,present,
8,2014-05-18,present,
8,2014-05-25,present,
8,2014-06-01,present,
8,2014-06-08,present,
8,2014-06-15,present,
8,2014-06-22,present,
8,2014-06-29,present,
8,2014-07-06,present,
8,2014-07-13,present,
8,2014-07-20,present,
8,2014-07-27,present,
8,2014-08-03,present,
8,2014-08-10,present,
8,2014-08-17,present,
8,2014-08-24,present,
8,2014-08-31,present,
8,2014-09-07,present,
8,2014-09-14,present,
8,2014-09-21,present,
8,2014-09-28,present,
8,2014-10-05,present,
8,2014-10-12,present,
8,2014-10-19,present,
8,2014-10-26,present,
8,2014-11-02,present,
8,2014-11-09,present,
8,2014-11-16,present,
8,2014-11-23,present,
8,2014-11-30,present,
8,2014-12-07,present,
8,2014-12-14,present,
8,2014-12-21,present,
8,2014-12-28,present,
8,2015-01-04,present,
8,2015-01-11,present,
8,2015-01-18,present,
8,2015-01-25,present,
8,2015-02-01,present,
8,2015-02-08,present,
8,2015-02-15,present,
8,2015-02-22,present,
8,2015-03-01,absent,school
8,2015-03-08,present,
8,2015-03-15,present,
8,2015-03-22,present,
8,2015-03-29,present,
8,2015-04-05,present,
8,2015-04-12,present,
8,2015-04-19,absent,death in the family
8,2015-04-26,present,
8,2015-05-03,present,
8,2015-05-10,present,
8,2015-05-17,present,
8,2015-05-24,present,
8,2015-05-31,present,
8,2015-06-07,present,
8,2015-06-14,present,
8,2015-06-21,present,
8,2015-06-28,present,
8,2015-07-05,present,
8,2015-07-12,present,
8,2015-07-19,present,
8,2015-07-26,present,
9,2013-03-02,present,
9,2013-03-09,present,
9,2013-03-16,present,
9,2013-03-23,present,
9,2013-03-30,present,
9,2013-04-06,present,
9,2013-04-13,present,
9,2013-04-20,present,
9,2013-04-27,present,
9,2013-05-04,present,
9,2013-05-11,present,
9,2013-05-18,present,
9,2013-05-25,present,
9,2013-06-01,present,
9,2013-06-08,present,
9,2013-06-15,present,
9,2013-06-22,present,
9,2013-06-29,present,
