HW_ASSIGNED_DATE,HW_DUE_DATE,HW_SCORE_MAX,CLASS_ID,HW_ID
2013-03-20,2013-03-27,10,1,128
2013-03-27,2013-04-03,10,1,129
2013-04-03,2013-04-10,10,1,130
2013-04-10,2013-04-17,10,1,131
2013-04-17,2013-04-24,10,1,132
2013-04-24,2013-05-01,10,1,133
2013-05-01,2013-05-08,10,1,134
2013-05-08,2013-05-15,10,1,135
2013-05-15,2013-05-22,10,1,136
2013-05-22,2013-05-29,10,1,137
2013-05-29,2013-06-05,10,1,138
2013-06-05,2013-06-12,10,1,139
2013-06-12,2013-06-19,10,1,140
2013-06-19,2013-06-26,10,1,141
2013-06-26,2013-07-03,10,1,142
2013-07-03,2013-07-10,10,1,143
2013-07-10,2013-07-17,10,1,144
2013-07-17,2013-07-24,10,1,145
2013-07-24,2013-07-31,10,1,146
2013-07-31,2013-08-07,10,1,147
2013-08-07,2013-08-14,10,1,148
2013-08-14,2013-08-21,10,1,149
2013-08-21,2013-08-28,10,1,150
2013-08-28,2013-09-04,10,1,151
2013-09-04,2013-09-11,10,1,152
2013-09-11,2013-09-18,10,1,153
2013-09-18,2013-09-25,10,1,154
2013-09-25,2013-10-02,10,1,155
2013-10-02,2013-10-09,10,1,156
2013-10-09,2013-10-16,10,1,157
2013-10-16,2013-10-23,10,1,158
2013-10-23,2013-10-30,10,1,159
2013-10-30,2013-11-06,10,1,160
2013-11-06,2013-11-13,10,1,161
2013-11-13,2013-11-20,10,1,162
2013-11-20,2013-11-27,10,1,163
2013-11-27,2013-12-04,10,1,164
2013-12-04,2013-12-11,10,1,165
2013-12-11,2013-12-18,10,1,166
2013-12-18,2013-12-25,10,1,167
2013-12-25,2014-01-01,10,1,168
2014-01-01,2014-01-08,10,1,169
2014-01-08,2014-01-15,10,1,170
2014-01-15,2014-01-22,10,1,171
2014-01-22,2014-01-29,10,1,172
2014-01-29,2014-02-05,10,1,173
2014-02-05,2014-02-12,10,1,174
2014-02-12,2014-02-19,10,1,175
2014-02-19,2014-02-26,10,1,176
2014-02-26,2014-03-05,10,1,177
2014-03-05,2014-03-12,10,1,178
2014-03-12,2014-03-19,10,1,179
2014-03-19,2014-03-26,10,1,180
2014-03-26,2014-04-02,10,1,181
2014-04-02,2014-04-09,10,1,182
2014-04-09,2014-04-16,10,1,183
2014-04-16,2014-04-23,10,1,184
2014-04-23,2014-04-30,10,1,185
2014-04-30,2014-05-07,10,1,186
2014-05-07,2014-05-14,10,1,187
2014-05-14,2014-05-21,10,1,188
2014-05-21,2014-05-28,10,1,189
2014-05-28,2014-06-04,10,1,190
2014-06-04,2014-06-11,10,1,191
2014-06-11,2014-06-18,10,1,192
2014-06-18,2014-06-25,10,1,193
2014-06-25,2014-07-02,10,1,194
2014-07-02,2014-07-09,10,1,195
2014-07-09,2014-07-16,10,1,196
2014-07-16,2014-07-23,10,1,197
2014-07-23,2014-07-30,10,1,198
2014-07-30,2014-08-06,10,1,199
2014-08-06,2014-08-13,10,1,200
2014-08-13,2014-08-20,10,1,201
2014-08-20,2014-08-27,10,1,202
2014-08-27,2014-09-03,10,1,203
2014-09-03,2014-09-10,10,1,204
2014-09-10,2014-09-17,10,1,205
2014-09-17,2014-09-24,10,1,206
2014-09-24,2014-10-01,10,1,207
2014-10-01,2014-10-08,10,1,208
2014-10-08,2014-10-15,10,1,209
2014-10-15,2014-10-22,10,1,210
2014-10-22,2014-10-29,10,1,211
2014-10-29,2014-11-05,10,1,212
2014-11-05,2014-11-12,10,1,213
2014-11-12,2014-11-19,10,1,214
2014-11-19,2014-11-26,10,1,215
2014-11-26,2014-12-03,10,1,216
2014-12-03,2014-12-10,10,1,217
2014-12-10,2014-12-17,10,1,218
2014-12-17,2014-12-24,10,1,219
2014-12-24,2014-12-31,10,1,220
2014-12-31,2015-01-07,10,1,221
2015-01-07,2015-01-14,10,1,222
2015-01-14,2015-01-21,10,1,223
2015-01-21,2015-01-28,10,1,224
2015-01-28,2015-02-04,10,1,225
2015-02-04,2015-02-11,10,1,226
2015-02-11,2015-02-18,10,1,227
2015-02-18,2015-02-25,10,1,228
2015-02-25,2015-03-04,10,1,229
2015-03-04,2015-03-11,10,1,230
2015-03-11,2015-03-18,10,1,231
2015-03-18,2015-03-25,10,1,232
2015-03-25,2015-04-01,10,1,233
2015-04-01,2015-04-08,10,1,234
2015-04-08,2015-04-15,10,1,235
2015-04-15,2015-04-22,10,1,236
2015-04-22,2015-04-29,10,1,237
2015-04-29,2015-05-06,10,1,238
2015-05-06,2015-05-13,10,1,239
2015-05-13,2015-05-20,10,1,240
2015-05-20,2015-05-27,10,1,241
2015-05-27,2015-06-03,10,1,242
2015-06-03,2015-06-10,10,1,243
2015-06-10,2015-06-17,10,1,244
2015-06-17,2015-06-24,10,1,245
2015-06-24,2015-07-01,10,1,246
2015-07-01,2015-07-08,10,1,247
2015-07-08,2015-07-15,10,1,248
2015-07-15,2015-07-22,10,1,249
2015-07-22,2015-07-29,10,1,250
2015-07-29,2015-08-05,10,1,251
2013-03-06,2013-03-13,10,2,252
2013-03-13,2013-03-20,10,2,253
2013-03-20,2013-03-27,10,2,254
2013-03-27,2013-04-03,10,2,255
2013-04-03,2013-04-10,10,2,256
2013-04-10,2013-04-17,10,2,257
2013-04-17,2013-04-24,10,2,258
2013-04-24,2013-05-01,10,2,259
2013-05-01,2013-05-08,10,2,260
2013-05-08,2013-05-15,10,2,261
2013-05-15,2013-05-22,10,2,262
2013-05-22,2013-05-29,10,2,263
2013-05-29,2013-06-05,10,2,264
2013-06-05,2013-06-12,10,2,265
2013-06-12,2013-06-19,10,2,266
2013-06-19,2013-06-26,10,2,267
2013-06-26,2013-07-03,10,2,268
2013-07-03,2013-07-10,10,2,269
2013-07-10,2013-07-17,10,2,270
2013-07-17,2013-07-24,10,2,271
2013-07-24,2013-07-31,10,2,272
2013-07-31,2013-08-07,10,2,273
2013-08-07,2013-08-14,10,2,274
2013-08-14,2013-08-21,10,2,275
2013-08-21,2013-08-28,10,2,276
2013-08-28,2013-09-04,10,2,277
2013-09-04,2013-09-11,10,2,278
2013-09-11,2013-09-18,10,2,279
2013-09-18,2013-09-25,10,2,280
2013-09-25,2013-10-02,10,2,281
2013-10-02,2013-10-09,10,2,282
2013-10-09,2013-10-16,10,2,283
2013-10-16,2013-10-23,10,2,284
2013-10-23,2013-10-30,10,2,285
2013-10-30,2013-11-06,10,2,286
2013-11-06,2013-11-13,10,2,287
2013-11-13,2013-11-20,10,2,288
2013-11-20,2013-11-27,10,2,289
2013-11-27,2013-12-04,10,2,290
2013-12-04,2013-12-11,10,2,291
2013-12-11,2013-12-18,10,2,292
2013-12-18,2013-12-25,10,2,293
2013-12-25,2014-01-01,10,2,294
2014-01-01,2014-01-08,10,2,295
2014-01-08,2014-01-15,10,2,296
2014-01-15,2014-01-22,10,2,297
2014-01-22,2014-01-29,10,2,298
2014-01-29,2014-02-05,10,2,299
2014-02-05,2014-02-12,10,2,300
2014-02-12,2014-02-19,10,2,301
2014-02-19,2014-02-26,10,2,302
2014-02-26,2014-03-05,10,2,303
2014-03-05,2014-03-12,10,2,304
2014-03-12,2014-03-19,10,2,305
2014-03-19,2014-03-26,10,2,306
2014-03-26,2014-04-02,10,2,307
2014-04-02,2014-04-09,10,2,308
2014-04-09,2014-04-16,10,2,309
2014-04-16,2014-04-23,10,2,310
2014-04-23,2014-04-30,10,2,311
2014-04-30,2014-05-07,10,2,312
2014-05-07,2014-05-14,10,2,313
2014-05-14,2014-05-21,10,2,314
2014-05-21,2014-05-28,10,2,315
2014-05-28,2014-06-04,10,2,316
2014-06-04,2014-06-11,10,2,317
2014-06-11,2014-06-18,10,2,318
2014-06-18,2014-06-25,10,2,319
2014-06-25,2014-07-02,10,2,320
2014-07-02,2014-07-09,10,2,321
2014-07-09,2014-07-16,10,2,322
2014-07-16,2014-07-23,10,2,323
2014-07-23,2014-07-30,10,2,324
2014-07-30,2014-08-06,10,2,325
2014-08-06,2014-08-13,10,2,326
2014-08-13,2014-08-20,10,2,327
2014-08-20,2014-08-27,10,2,328
2014-08-27,2014-09-03,10,2,329
2014-09-03,2014-09-10,10,2,330
2014-09-10,2014-09-17,10,2,331
2014-09-17,2014-09-24,10,2,332
2014-09-24,2014-10-01,10,2,333
2014-10-01,2014-10-08,10,2,334
2014-10-08,2014-10-15,10,2,335
2014-10-15,2014-10-22,10,2,336
2014-10-22,2014-10-29,10,2,337
2014-10-29,2014-11-05,10,2,338
2014-11-05,2014-11-12,10,2,339
2014-11-12,2014-11-19,10,2,340
2014-11-19,2014-11-26,10,2,341
2014-11-26,2014-12-03,10,2,342
2014-12-03,2014-12-10,10,2,343
2014-12-10,2014-12-17,10,2,344
2014-12-17,2014-12-24,10,2,345
2014-12-24,2014-12-31,10,2,346
2014-12-31,2015-01-07,10,2,347
2015-01-07,2015-01-14,10,2,348
2015-01-14,2015-01-21,10,2,349
2015-01-21,2015-01-28,10,2,350
2015-01-28,2015-02-04,10,2,351
2015-02-04,2015-02-11,10,2,352
2015-02-11,2015-02-18,10,2,353
2015-02-18,2015-02-25,10,2,354
2015-02-25,2015-03-04,10,2,355
2015-03-04,2015-03-11,10,2,356
2015-03-11,2015-03-18,10,2,357
2015-03-18,2015-03-25,10,2,358
2015-03-25,2015-04-01,10,2,359
2015-04-01,2015-04-08,10,2,360
2015-04-08,2015-04-15,10,2,361
2015-04-15,2015-04-22,10,2,362
2015-04-22,2015-04-29,10,2,363
2015-04-29,2015-05-06,10,2,364
2015-05-06,2015-05-13,10,2,365
2015-05-13,2015-05-20,10,2,366
2015-05-20,2015-05-27,10,2,367
2015-05-27,2015-06-03,10,2,368
2015-06-03,2015-06-10,10,2,369
2015-06-10,2015-06-17,10,2,370
2015-06-17,2015-06-24,10,2,371
2015-06-24,2015-07-01,10,2,372
2015-07-01,2015-07-08,10,2,373
2015-07-08,2015-07-15,10,2,374
2015-07-15,2015-07-22,10,2,375
2015-07-22,2015-07-29,10,2,376
2015-07-29,2015-08-05,10,2,377
2013-03-07,2013-03-14,10,3,378
2013-03-14,2013-03-21,10,3,379
2013-03-21,2013-03-28,10,3,380
2013-03-28,2013-04-04,10,3,381
2013-04-04,2013-04-11,10,3,382
2013-04-11,2013-04-18,10,3,383
2013-04-18,2013-04-25,10,3,384
2013-04-25,2013-05-02,10,3,385
2013-05-02,2013-05-09,10,3,386
2013-05-09,2013-05-16,10,3,387
2013-05-16,2013-05-23,10,3,388
2013-05-23,2013-05-30,10,3,389
2013-05-30,2013-06-06,10,3,390
2013-06-06,2013-06-13,10,3,391
2013-06-13,2013-06-20,10,3,392
2013-06-20,2013-06-27,10,3,393
2013-06-27,2013-07-04,10,3,394
2013-07-04,2013-07-11,10,3,395
2013-07-11,2013-07-18,10,3,396
2013-07-18,2013-07-25,10,3,397
2013-07-25,2013-08-01,10,3,398
2013-08-01,2013-08-08,10,3,399
2013-08-08,2013-08-15,10,3,400
2013-08-15,2013-08-22,10,3,401
2013-08-22,2013-08-29,10,3,402
2013-08-29,2013-09-05,10,3,403
2013-09-05,2013-09-12,10,3,404
2013-09-12,2013-09-19,10,3,405
2013-09-19,2013-09-26,10,3,406
2013-09-26,2013-10-03,10,3,407
2013-10-03,2013-10-10,10,3,408
2013-10-10,2013-10-17,10,3,409
2013-10-17,2013-10-24,10,3,410
2013-10-24,2013-10-31,10,3,411
2013-10-31,2013-11-07,10,3,412
2013-11-07,2013-11-14,10,3,413
2013-11-14,2013-11-21,10,3,414
2013-11-21,2013-11-28,10,3,415
2013-11-28,2013-12-05,10,3,416
2013-12-05,2013-12-12,10,3,417
2013-12-12,2013-12-19,10,3,418
2013-12-19,2013-12-26,10,3,419
2013-12-26,2014-01-02,10,3,420
2014-01-02,2014-01-09,10,3,421
2014-01-09,2014-01-16,10,3,422
2014-01-16,2014-01-23,10,3,423
2014-01-23,2014-01-30,10,3,424
2014-01-30,2014-02-06,10,3,425
2014-02-06,2014-02-13,10,3,426
2014-02-13,2014-02-20,10,3,427
2014-02-20,2014-02-27,10,3,428
2014-02-27,2014-03-06,10,3,429
2014-03-06,2014-03-13,10,3,430
2014-03-13,2014-03-20,10,3,431
2014-03-20,2014-03-27,10,3,432
2014-03-27,2014-04-03,10,3,433
2014-04-03,2014-04-10,10,3,434
2014-04-10,2014-04-17,10,3,435
2014-04-17,2014-04-24,10,3,436
2014-04-24,2014-05-01,10,3,437
2014-05-01,2014-05-08,10,3,438
2014-05-08,2014-05-15,10,3,439
2014-05-15,2014-05-22,10,3,440
2014-05-22,2014-05-29,10,3,441
2014-05-29,2014-06-05,10,3,442
2014-06-05,2014-06-12,10,3,443
2014-06-12,2014-06-19,10,3,444
2014-06-19,2014-06-26,10,3,445
2014-06-26,2014-07-03,10,3,446
2014-07-03,2014-07-10,10,3,447
2014-07-10,2014-07-17,10,3,448
2014-07-17,2014-07-24,10,3,449
2014-07-24,2014-07-31,10,3,450
2014-07-31,2014-08-07,10,3,451
2014-08-07,2014-08-14,10,3,452
2014-08-14,2014-08-21,10,3,453
2014-08-21,2014-08-28,10,3,454
2014-08-28,2014-09-04,10,3,455
2014-09-04,2014-09-11,10,3,456
2014-09-11,2014-09-18,10,3,457
2014-09-18,2014-09-25,10,3,458
2014-09-25,2014-10-02,10,3,459
2014-10-02,2014-10-09,10,3,460
2014-10-09,2014-10-16,10,3,461
2014-10-16,2014-10-23,10,3,462
2014-10-23,2014-10-30,10,3,463
2014-10-30,2014-11-06,10,3,464
2014-11-06,2014-11-13,10,3,465
2014-11-13,2014-11-20,10,3,466
2014-11-20,2014-11-27,10,3,467
2014-11-27,2014-12-04,10,3,468
2014-12-04,2014-12-11,10,3,469
2014-12-11,2014-12-18,10,3,470
2014-12-18,2014-12-25,10,3,471
2014-12-25,2015-01-01,10,3,472
2015-01-01,2015-01-08,10,3,473
2015-01-08,2015-01-15,10,3,474
2015-01-15,2015-01-22,10,3,475
2015-01-22,2015-01-29,10,3,476
2015-01-29,2015-02-05,10,3,477
2015-02-05,2015-02-12,10,3,478
2015-02-12,2015-02-19,10,3,479
2015-02-19,2015-02-26,10,3,480
2015-02-26,2015-03-05,10,3,481
2015-03-05,2015-03-12,10,3,482
2015-03-12,2015-03-19,10,3,483
2015-03-19,2015-03-26,10,3,484
2015-03-26,2015-04-02,10,3,485
2015-04-02,2015-04-09,10,3,486
2015-04-09,2015-04-16,10,3,487
2015-04-16,2015-04-23,10,3,488
2015-04-23,2015-04-30,10,3,489
2015-04-30,2015-05-07,10,3,490
2015-05-07,2015-05-14,10,3,491
2015-05-14,2015-05-21,10,3,492
2015-05-21,2015-05-28,10,3,493
2015-05-28,2015-06-04,10,3,494
2015-06-04,2015-06-11,10,3,495
2015-06-11,2015-06-18,10,3,496
2015-06-18,2015-06-25,10,3,497
2015-06-25,2015-07-02,10,3,498
2015-07-02,2015-07-09,10,3,499
2015-07-09,2015-07-16,10,3,500
2015-07-16,2015-07-23,10,3,501
2015-07-23,2015-07-30,10,3,502
2015-07-30,2015-08-06,10,3,503
2013-03-07,2013-03-14,10,4,504
2013-03-14,2013-03-21,10,4,505
2013-03-21,2013-03-28,10,4,506
2013-03-28,2013-04-04,10,4,507
2013-04-04,2013-04-11,10,4,508
2013-04-11,2013-04-18,10,4,509
2013-04-18,2013-04-25,10,4,510
2013-04-25,2013-05-02,10,4,511
2013-05-02,2013-05-09,10,4,512
2013-05-09,2013-05-16,10,4,513
2013-05-16,2013-05-23,10,4,514
2013-05-23,2013-05-30,10,4,515
2013-05-30,2013-06-06,10,4,516
2013-06-06,2013-06-13,10,4,517
2013-06-13,2013-06-20,10,4,518
2013-06-20,2013-06-27,10,4,519
2013-06-27,2013-07-04,10,4,520
2013-07-04,2013-07-11,10,4,521
2013-07-11,2013-07-18,10,4,522
2013-07-18,2013-07-25,10,4,523
2013-07-25,2013-08-01,10,4,524
2013-08-01,2013-08-08,10,4,525
2013-08-08,2013-08-15,10,4,526
2013-08-15,2013-08-22,10,4,527
2013-08-22,2013-08-29,10,4,528
2013-08-29,2013-09-05,10,4,529
2013-09-05,2013-09-12,10,4,530
2013-09-12,2013-09-19,10,4,531
2013-09-19,2013-09-26,10,4,532
2013-09-26,2013-10-03,10,4,533
2013-10-03,2013-10-10,10,4,534
2013-10-10,2013-10-17,10,4,535
2013-10-17,2013-10-24,10,4,536
2013-10-24,2013-10-31,10,4,537
2013-10-31,2013-11-07,10,4,538
2013-11-07,2013-11-14,10,4,539
2013-11-14,2013-11-21,10,4,540
2013-11-21,2013-11-28,10,4,541
2013-11-28,2013-12-05,10,4,542
2013-12-05,2013-12-12,10,4,543
2013-12-12,2013-12-19,10,4,544
2013-12-19,2013-12-26,10,4,545
2013-12-26,2014-01-02,10,4,546
2014-01-02,2014-01-09,10,4,547
2014-01-09,2014-01-16,10,4,548
2014-01-16,2014-01-23,10,4,549
2014-01-23,2014-01-30,10,4,550
2014-01-30,2014-02-06,10,4,551
2014-02-06,2014-02-13,10,4,552
2014-02-13,2014-02-20,10,4,553
2014-02-20,2014-02-27,10,4,554
2014-02-27,2014-03-06,10,4,555
2014-03-06,2014-03-13,10,4,556
2014-03-13,2014-03-20,10,4,557
2014-03-20,2014-03-27,10,4,558
2014-03-27,2014-04-03,10,4,559
2014-04-03,2014-04-10,10,4,560
2014-04-10,2014-04-17,10,4,561
2014-04-17,2014-04-24,10,4,562
2014-04-24,2014-05-01,10,4,563
2014-05-01,2014-05-08,10,4,564
2014-05-08,2014-05-15,10,4,565
2014-05-15,2014-05-22,10,4,566
2014-05-22,2014-05-29,10,4,567
2014-05-29,2014-06-05,10,4,568
2014-06-05,2014-06-12,10,4,569
2014-06-12,2014-06-19,10,4,570
2014-06-19,2014-06-26,10,4,571
2014-06-26,2014-07-03,10,4,572
2014-07-03,2014-07-10,10,4,573
2014-07-10,2014-07-17,10,4,574
2014-07-17,2014-07-24,10,4,575
2014-07-24,2014-07-31,10,4,576
2014-07-31,2014-08-07,10,4,577
2014-08-07,2014-08-14,10,4,578
2014-08-14,2014-08-21,10,4,579
2014-08-21,2014-08-28,10,4,580
2014-08-28,2014-09-04,10,4,581
2014-09-04,2014-09-11,10,4,582
2014-09-11,2014-09-18,10,4,583
2014-09-18,2014-09-25,10,4,584
2014-09-25,2014-10-02,10,4,585
2014-10-02,2014-10-09,10,4,586
2014-10-09,2014-10-16,10,4,587
2014-10-16,2014-10-23,10,4,588
2014-10-23,2014-10-30,10,4,589
2014-10-30,2014-11-06,10,4,590
2014-11-06,2014-11-13,10,4,591
2014-11-13,2014-11-20,10,4,592
2014-11-20,2014-11-27,10,4,593
2014-11-27,2014-12-04,10,4,594
2014-12-04,2014-12-11,10,4,595
2014-12-11,2014-12-18,10,4,596
2014-12-18,2014-12-25,10,4,597
2014-12-25,2015-01-01,10,4,598
2015-01-01,2015-01-08,10,4,599
2015-01-08,2015-01-15,10,4,600
2015-01-15,2015-01-22,10,4,601
2015-01-22,2015-01-29,10,4,602
2015-01-29,2015-02-05,10,4,603
2015-02-05,2015-02-12,10,4,604
2015-02-12,2015-02-19,10,4,605
2015-02-19,2015-02-26,10,4,606
2015-02-26,2015-03-05,10,4,607
2015-03-05,2015-03-12,10,4,608
2015-03-12,2015-03-19,10,4,609
2015-03-19,2015-03-26,10,4,610
2015-03-26,2015-04-02,10,4,611
2015-04-02,2015-04-09,10,4,612
2015-04-09,2015-04-16,10,4,613
2015-04-16,2015-04-23,10,4,614
2015-04-23,2015-04-30,10,4,615
2015-04-30,2015-05-07,10,4,616
2015-05-07,2015-05-14,10,4,617
2015-05-14,2015-05-21,10,4,618
2015-05-21,2015-05-28,10,4,619
2015-05-28,2015-06-04,10,4,620
2015-06-04,2015-06-11,10,4,621
2015-06-11,2015-06-18,10,4,622
2015-06-18,2015-06-25,10,4,623
2015-06-25,2015-07-02,10,4,624
2015-07-02,2015-07-09,10,4,625
2015-07-09,2015-07-16,10,4,626
2015-07-16,2015-07-23,10,4,627
2015-07-23,2015-07-30,10,4,628
2015-07-30,2015-08-06,10,4,629
2013-03-07,2013-03-14,10,5,630
2013-03-14,2013-03-21,10,5,631
2013-03-21,2013-03-28,10,5,632
2013-03-28,2013-04-04,10,5,633
2013-04-04,2013-04-11,10,5,634
2013-04-11,2013-04-18,10,5,635
2013-04-18,2013-04-25,10,5,636
2013-04-25,2013-05-02,10,5,637
2013-05-02,2013-05-09,10,5,638
2013-05-09,2013-05-16,10,5,639
2013-05-16,2013-05-23,10,5,640
2013-05-23,2013-05-30,10,5,641
2013-05-30,2013-06-06,10,5,642
2013-06-06,2013-06-13,10,5,643
2013-06-13,2013-06-20,10,5,644
2013-06-20,2013-06-27,10,5,645
2013-06-27,2013-07-04,10,5,646
2013-07-04,2013-07-11,10,5,647
2013-07-11,2013-07-18,10,5,648
2013-07-18,2013-07-25,10,5,649
2013-07-25,2013-08-01,10,5,650
2013-08-01,2013-08-08,10,5,651
2013-08-08,2013-08-15,10,5,652
2013-08-15,2013-08-22,10,5,653
2013-08-22,2013-08-29,10,5,654
2013-08-29,2013-09-05,10,5,655
2013-09-05,2013-09-12,10,5,656
2013-09-12,2013-09-19,10,5,657
2013-09-19,2013-09-26,10,5,658
2013-09-26,2013-10-03,10,5,659
2013-10-03,2013-10-10,10,5,660
2013-10-10,2013-10-17,10,5,661
2013-10-17,2013-10-24,10,5,662
2013-10-24,2013-10-31,10,5,663
2013-10-31,2013-11-07,10,5,664
2013-11-07,2013-11-14,10,5,665
2013-11-14,2013-11-21,10,5,666
2013-11-21,2013-11-28,10,5,667
2013-11-28,2013-12-05,10,5,668
2013-12-05,2013-12-12,10,5,669
2013-12-12,2013-12-19,10,5,670
2013-12-19,2013-12-26,10,5,671
2013-12-26,2014-01-02,10,5,672
2014-01-02,2014-01-09,10,5,673
2014-01-09,2014-01-16,10,5,674
2014-01-16,2014-01-23,10,5,675
2014-01-23,2014-01-30,10,5,676
2014-01-30,2014-02-06,10,5,677
2014-02-06,2014-02-13,10,5,678
2014-02-13,2014-02-20,10,5,679
2014-02-20,2014-02-27,10,5,680
2014-02-27,2014-03-06,10,5,681
2014-03-06,2014-03-13,10,5,682
2014-03-13,2014-03-20,10,5,683
2014-03-20,2014-03-27,10,5,684
2014-03-27,2014-04-03,10,5,685
2014-04-03,2014-04-10,10,5,686
2014-04-10,2014-04-17,10,5,687
2014-04-17,2014-04-24,10,5,688
2014-04-24,2014-05-01,10,5,689
2014-05-01,2014-05-08,10,5,690
2014-05-08,2014-05-15,10,5,691
2014-05-15,2014-05-22,10,5,692
2014-05-22,2014-05-29,10,5,693
